term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
the,-0.77076626,0.078057446,0.11045373,0.26210427,-0.3441299,0.46981478,-0.19023195,-0.51489216,0.5314575,-0.49879584,-0.49723408,-0.057469662,0.09249066,0.6217253,0.09623618,-0.46170247,0.56405324,-0.045340654,0.14332949,-0.10914512,0.010143281,-0.11111666,0.032673538,0.336348,-0.16581033,0.12581529,0.03460311,0.24599192,0.113174416,0.026099265,-0.18736014,-0.18776894,-0.58078325,0.020902984,0.34892017,0.012930928,-0.50867385,-0.29872274,-0.07410826,0.10020281,0.035604093,0.12261053,0.30891362,-0.27570555,0.117049724,0.03853334,0.7606773,0.25339273,0.29822648,0.24601407,-0.31226027,-0.06023684,0.18959685,-0.1957645,0.2132511,-0.89019006,-0.5314924,-0.24709195,0.37703693,0.18631388,0.6134961,-0.5843706,0.3058606,0.4086211,0.2505036,0.43680242,-0.08544895,0.33050534,0.084931135,-0.10717742,0.04835701,0.17412443,0.42378268,-0.38229805,0.27982908,-0.13950345,-0.39589936,0.23636432,-0.3968979,0.035932362,0.35536388,-0.499055,-0.56999356,-0.0917538,0.54491174,-0.09563192,0.15989646,-0.3135476,0.40308177,0.29155874,-0.6774614,0.22003612,0.764892,0.49034804,0.75362104,-0.43128148,-0.23875618,0.28580162,-0.17705342,-0.13812408,-0.096174486,0.073395066,0.32511216,-0.3273848,0.43339518,-0.041578595,-0.0600152,0.47383472,-0.08105764,0.32929182,-0.9263005,-0.22463101,-0.2409494,0.22938813,0.2556688,-0.2483641,-0.6896517,-0.056698967,0.13058734,0.1478364,-0.00046902278,0.21689571,0.7960136,-0.08981659,-0.13310449,-0.49395657,-0.5753804,0.16389272,0.4132284,0.12923624,0.2942068,0.30893785,-0.14828937,-0.31025863,-0.13277099,-0.6701619,-0.023895647,0.18611176,0.31648284,-0.08488472,0.71682423,-0.08410574,-0.53264827,0.010982353,0.08915356,0.55621386,-0.04300736,-0.027582465,-0.091349974,-0.13423502,0.065502755,0.33641452,0.087302834,-0.12094932,0.4255152,0.022316929,0.28440687,-0.19891463,-0.62304235,0.06221768,-0.1870505,0.45109457,0.22247449,0.34405312,0.43707278,0.5287998,0.394549,0.78003824,-0.46575361,-0.9044724,0.17685302,-0.26486835,0.4937815,0.020927897,0.08690184,0.024969017,0.32609335,0.31344646,-0.07811463,0.04890736,-0.7408247,-0.16665135,0.6460225,0.21972667,0.214672,-0.0765876,0.4523474,0.038179457,-0.024781367,0.33155745,0.11070544,-0.21088508,-0.16864674,-0.579124,0.34456936,-0.1794363,-0.09614156,-0.6281051,0.041527826,0.32204854,0.294563,0.011535876,0.33696917,-0.6977556,0.32370576,0.1799231,0.19257529,-0.33283156,-0.11076091,0.033991892,-0.58015734,0.08554765,-0.24138406,0.3596153,0.21248372,-0.045177482,-0.4252541,-0.09198591,-0.34071916,0.54805577,0.58842695,-0.3378104,0.18455888,0.13167593,0.32894486,-0.3759089,-0.60569215,-0.0401988,-0.41096947,-0.39378443,-0.08319393,0.10361515,-0.16834596,-0.20140126,0.20573243,-0.17083643,0.49535814,0.29349947,0.038933836,-0.021469798,0.011695493,0.085351676,-0.62806225,0.06901698,0.191318,-0.5597061,-0.27747637,-0.38396534,0.8523246,0.08516803,0.18576571,0.031065933,0.28474912,0.09917993,0.044625487,-0.013625156
of,-0.72466654,-0.45757037,-0.14901416,0.3434144,0.13654509,-0.26251107,-0.66387355,0.61022586,0.29377878,0.0021272174,-0.5917127,-0.18779548,-0.6061652,0.26374665,0.32174218,0.6745745,-0.10256728,0.039775714,-0.13762783,-0.27927357,0.24835837,0.12777044,0.12956306,0.30883545,-0.3146326,0.5923808,-0.17317231,0.62939215,-0.49992913,0.19008069,0.36031702,-0.1643787,-0.45840678,0.73702645,0.33125633,-0.28201205,-0.024338229,0.051047366,0.3467688,0.15102829,-0.3843954,-0.09610471,0.117364615,-0.83275044,-0.14994429,0.44198966,-0.38392168,0.124174096,-0.20849128,0.47445157,-0.5145466,-0.43204483,0.1723386,-0.28788516,0.2039716,-0.15953004,-0.8743347,-0.4081792,-0.2407177,0.7285547,1.0095923,0.3246501,0.6071116,0.683305,0.46834028,-0.03798243,0.18461901,0.38853183,-0.28707328,0.039746784,0.18949567,-0.45181796,-0.30377626,-0.7087832,-0.42603397,-0.0347101,0.052116692,0.13756531,0.39371073,0.5641975,0.47547838,-0.51557124,-0.31502336,-0.3011517,0.3792017,-0.38216132,-0.20353045,-0.28310665,1.007041,0.21583468,0.23448496,1.1752499,-0.2925612,0.2569497,0.5428784,-0.3245463,-0.08469691,-0.22059435,-0.10276125,0.3448182,-0.1386803,0.6431375,0.11663619,0.031202188,0.44661102,0.21104024,-0.44082403,0.7423806,0.106973015,0.42357484,-0.21412824,-0.36909026,-0.4172477,0.56819373,-0.28637165,0.119122334,-0.7256491,0.34065112,0.5028319,-0.41312873,0.24132301,0.33304682,0.18735346,0.37880695,-0.11134699,0.2629168,-0.0108663095,-0.277433,-0.65626955,-0.72418725,0.113625966,0.35781375,-0.21112578,0.3544602,-0.061569534,-0.0042778905,0.2511433,0.344084,0.3804467,-0.49196675,0.061946683,-0.4344358,-1.1448753,-0.26504225,0.33385462,-0.24300337,-0.08536706,-0.07777725,-0.33667234,-0.49393553,0.1479626,-0.1775737,0.34815073,-0.29611352,0.077866994,-0.28919548,-0.35581622,-0.09360924,-0.6237482,0.04083775,0.2595074,-0.4343291,-0.7930777,-0.010513094,0.083996214,1.1619225,0.19376267,0.335444,-0.027582884,-0.3465003,-0.07185087,0.21648641,-0.1632366,0.33698255,0.7308961,0.08214086,0.64071673,-0.31081316,-0.15742794,-6.2793997e-06,-0.50049764,0.6726648,-0.29489684,0.045108877,0.1559319,-0.21895216,-0.07866696,-0.118574984,-0.1382291,-0.25937054,0.4612512,-0.53786755,0.036958393,0.017407639,0.1032355,0.38643795,-0.42822003,-0.80299073,-0.12845893,0.48782986,0.2792714,-0.22405674,0.43938488,-0.5529826,0.27117133,0.025977535,0.38670817,-0.5356155,-0.59112394,-0.037809256,-0.06915306,0.6032468,-0.6728645,0.57738614,0.09250054,0.15965919,-0.32038277,-0.3775229,0.046125732,0.5423557,0.148214,-0.621433,0.57959855,-0.22331797,0.14077653,-0.18738048,0.5176157,0.12707527,-0.37750542,-0.85979503,-0.24104875,0.46807176,-0.040228233,-0.042085636,-0.0029702133,-0.6672973,-0.030810747,0.6500206,-0.3588659,-0.0145178,0.28068182,0.0035127832,0.3383652,-0.7712599,0.0030129477,0.3527636,0.18217276,0.24793716,0.72523785,0.38312408,0.5990519,-0.38903213,-0.79645896,-0.19825679,0.5208053,0.06725378
and,0.41594312,-0.6650897,0.47434625,-0.33841997,0.5422566,0.36481836,0.12956764,0.08417721,0.38799667,-0.34166804,-0.31367135,0.26432043,0.088346414,-0.092325255,-0.12573722,-0.23421244,0.6970059,1.2921427,0.5466686,-0.21749161,-0.40980777,-0.23959376,0.45578656,-0.15598947,0.31945714,-0.10595324,-0.3391986,-0.16608731,0.27047673,-0.0026463233,-0.5830013,-0.23458777,0.08286647,-0.17849211,-0.39227465,-0.01528427,-0.28784376,0.3102926,-0.14768825,-0.18184955,0.48030648,-0.27056947,0.19147292,-0.18197529,0.26992965,0.9120182,0.20989595,0.3619648,-0.0028163618,-0.13513301,0.052329767,-0.2903473,0.1285274,-0.60218763,-0.2610357,-0.10365306,0.19474591,-0.2722123,-0.1334634,0.024191322,-0.054721575,0.1995585,-0.3799614,0.4965572,0.055264,-0.29468918,0.9346693,-0.4738667,-0.35893515,-0.47225803,-0.15276925,0.16251644,-0.06160956,0.19532733,-0.12044276,-0.5476009,0.042773444,0.22684829,-0.30414575,0.55667967,-0.3720481,0.5058583,-0.52012056,0.41138524,0.18701693,-0.081234634,0.5389066,0.2094635,-0.038903043,0.13044605,0.14649257,-0.23834676,0.34883302,-0.4039357,-0.2604213,-0.16907917,0.6166467,0.11990298,0.11628541,0.09899866,-0.15815666,0.4078942,0.037289448,-0.038666744,-0.25902736,0.12901466,-0.77147,0.23825799,-0.37238902,-0.15207015,-0.365625,0.24763966,-0.15215506,-0.23919915,-0.6718817,0.40715364,-0.17973752,-0.39215213,0.19084938,0.00696433,0.49448022,-0.26966995,-0.11277824,0.087219454,-0.5696108,0.23806573,-0.17369694,0.139302,0.48848137,-0.06819673,0.16601118,0.10619693,-0.081099816,0.073542,-0.20450461,-0.025212254,0.890631,0.1723767,0.16727799,-0.18606248,-0.7020728,0.019255003,-0.4990425,-0.023944039,0.64821404,-0.15767592,-0.2787504,-0.19737676,0.6341983,-0.15808865,0.00096040725,-0.41651842,-0.17369568,-0.13653716,-0.033372555,0.69977576,-0.2438315,-0.8091117,-0.5536879,0.13901702,0.404208,-0.09019394,-0.17260852,0.093293495,-0.7420739,0.035849623,0.08991039,0.25396442,0.04483519,0.26344502,-0.3001161,0.4134696,-0.49593875,-0.11658896,-0.23925367,0.22183958,0.04633882,-0.4049233,0.20865948,0.037531085,0.55482817,0.027795443,-0.3040567,0.13188055,0.093350425,-0.6864184,-0.22833337,-0.7201998,-0.16237913,0.2270479,-0.7976169,-0.19479798,-0.11090748,-0.15737167,0.023993766,-1.0720758,0.028435534,0.020084042,-0.4599054,0.35113794,0.049483787,0.3946026,0.124435,0.34180272,0.30735877,-0.18351842,-0.35878628,-0.009983157,-0.34335604,-0.37554535,0.2607976,-0.26037756,-0.2643416,0.11683463,0.353907,-0.3047928,-0.31944472,-0.1277992,0.054698385,-0.11555197,0.8418317,0.5579848,0.03264132,-0.6567147,-0.11663353,0.061883956,-0.42384368,0.7543421,-0.3279535,-0.246356,-0.18731211,-0.2882424,0.19184643,0.3709151,0.089131,-0.39432442,-0.026321575,-0.3489325,0.69220454,0.33613917,-0.6684762,-0.087441094,0.1378134,-0.47760665,0.13359302,0.07159644,1.2468301,0.27363434,-0.09488713,0.111527205,0.11865163,0.6771299,0.11236244,-0.24318804,-0.124247305,0.11313412
to,0.019659605,-0.26147735,0.7742957,0.7465481,-0.4329156,-0.5847071,0.14186609,0.7802433,0.091372654,-0.3767273,-0.052036703,-0.2691692,0.5201755,0.14136478,-0.17143294,-0.303033,-0.26578963,0.42502177,-0.10785762,-0.60679716,-0.7608313,-0.07823199,-0.24085593,0.74026537,1.0432945,0.7391382,0.010318092,-0.3716487,-0.06899576,-0.35057566,-0.032085426,0.26126426,-0.87088996,-0.08513419,0.25470942,0.87623644,0.22981483,-0.09051508,0.41851878,-1.0127801,0.20685054,0.5663622,-0.6107293,0.11040636,-0.39524966,-1.199319,0.76595515,-0.11596692,-0.99306834,-1.0696785,0.2273998,0.7621552,-1.0385758,-0.12793061,0.12104428,0.20150937,0.3673175,-0.3577205,-0.73689765,0.19368565,0.69377774,0.058404114,-0.055524956,-0.3711122,0.12723416,0.3259243,0.016853884,0.76157105,-0.03080466,-1.1249218,-0.6714257,1.0405886,0.082390614,0.32927194,-0.005592628,-0.032038614,0.03912091,-0.78339183,-0.6311046,-0.1663563,0.38331607,-0.09164208,0.2100761,-1.060587,-0.40169394,-0.17363873,0.5624311,0.4903273,-0.55257034,0.2057773,0.19811969,-0.53011084,0.92940664,0.026231308,0.2302624,0.75641215,0.30047297,0.81877464,-0.13811128,0.3054179,0.05453974,-0.036354896,0.06269294,-0.35376912,-0.5117941,-1.0681562,0.06315106,0.33249694,-0.9601916,-0.19920339,0.29843935,0.2662711,-0.7144337,-0.014731245,-0.2560815,-0.21522209,-0.08188072,0.064880244,0.32629594,-0.20362772,-0.9806547,0.5792701,0.09149348,0.087000854,-0.73447174,0.15256633,0.30736816,-0.16145313,-0.016615966,0.09110191,-0.59532064,-0.29889905,-0.9373534,-0.30436438,-0.5053351,-0.45768,0.088499084,-0.11276394,-0.64301085,-0.54008436,-0.09591564,-0.38440114,0.39580935,-0.7095856,-0.49169242,0.13355277,0.26581374,-0.33398557,-0.45573938,0.3858581,-0.22453454,0.14263593,0.09792992,-0.29056248,0.553606,-0.11563196,-0.5449458,-0.0615001,0.37948194,-0.5734277,0.18460171,-0.15917443,0.670374,0.35945478,0.106333405,0.13725124,0.30755967,-0.32030058,-0.31729448,0.41120005,0.26643693,0.29144776,-0.13269836,-0.826262,0.2478186,1.0600547,-0.89778364,-1.0081382,0.098318435,-0.6931817,0.30053636,0.022562364,-0.7664758,-0.058995172,-0.028245142,-0.7780482,0.24694508,0.3764564,-0.011718641,-0.4310123,1.039402,-0.28637815,-0.9851684,-0.4482871,0.19640347,-0.37664464,0.88746065,-0.17770404,-0.3100438,0.06646244,0.44902456,-0.9607384,-0.059290014,-0.15930143,0.28294462,-0.009284661,-0.3689081,-1.2676312,-0.11516254,-0.29530326,0.29252297,-0.44315982,-0.052775994,-0.17805594,0.09118826,0.39249843,0.56062025,0.2520035,0.47238123,-0.021075474,-0.21772228,-0.015983995,-0.38942128,0.35660845,-0.84710085,-0.5236037,-0.08202758,0.3658831,0.45983252,0.3102686,-0.47190192,0.23478831,-0.17402357,0.12234443,0.048500933,1.4973066,-0.6783827,0.3984606,0.4782342,0.28977668,-0.051702138,0.037297383,-0.44225165,-0.6817607,1.3996382,-0.60800093,-0.25397447,0.33380708,-0.028117063,1.1187717,0.19124973,-0.49995488,-0.49571645,-0.16362622,0.5922648,-0.08375571
in,0.50680166,0.06794761,-0.31376952,0.2710532,-0.35224918,-0.3578647,0.3476714,-0.14051417,0.9730756,0.16823702,0.12275338,-0.34895754,0.12105792,0.42793113,0.29740754,0.015851427,0.38881734,-0.02926609,0.3808911,-0.35963503,0.28243595,-0.23914954,-0.2653927,0.5302911,0.1731197,0.101970285,0.8113699,-0.12392938,-0.5154327,0.7559929,-0.092582844,0.7622889,-0.33937,-0.15002194,-0.35903007,-1.0572623,-0.020127695,-0.24272242,-0.13715,-0.375489,-0.049596198,-1.1653417,-0.04463077,0.33301228,-0.6944775,-0.20755945,0.15505041,0.12161365,0.5008468,0.49973997,-0.6368219,0.29884762,0.7756834,0.03797059,0.33143172,0.8852204,-0.95191705,0.5029632,0.04811353,0.4730551,-0.48739535,1.0397571,0.56869626,0.7210941,0.3762502,0.5057608,-0.119786315,-0.16484612,0.08443568,-0.987246,-0.7737279,-0.26431012,0.79342574,-0.119765915,-0.77588457,0.699812,0.5300684,-0.290432,-0.27371836,-0.16539103,-0.4166264,-1.0520058,-0.5870215,-0.49356517,0.21508513,-0.72013336,0.40694097,0.03410094,-1.032985,-0.15523098,-0.3626516,-0.83473796,0.20018254,-0.29440174,-0.43796548,-0.2865101,-0.062041968,-0.19001292,-0.88796127,-0.6430557,0.019556008,1.1507094,0.1481408,-0.14755926,-0.078149684,0.6168178,-0.14496088,0.2662086,0.17578422,-0.13761242,0.27267867,-0.8993731,0.35216984,-0.44523633,0.090089366,0.13012654,0.36490905,0.31675735,0.74644226,0.8436481,-0.19623457,-0.44589263,-0.037784804,-0.042275146,-0.72978437,-0.05218852,-0.42951742,-0.20002842,-0.14236642,-0.3057929,-0.47201675,0.3936444,-0.24008575,0.32298213,0.28816694,0.35733867,0.61120015,-0.23336409,1.0442222,-0.8812989,-0.43584615,-0.9072856,0.044320803,-0.2102039,0.4239719,0.3566163,0.8048603,0.25199842,-0.63628846,-0.58076435,-0.2724845,-0.38551518,-0.16046765,-0.6449735,0.32164463,-0.10535122,0.7792192,0.56888044,-0.39909014,0.6142215,-0.6908065,0.028284086,-0.3198861,0.14625472,-0.08169643,0.04320246,-0.22329463,0.7772862,0.02603529,0.59369344,-0.26275447,0.419397,0.23249634,1.0281543,0.9739609,0.25804436,0.008115747,-0.21990924,-0.24301144,0.3635301,-0.8190728,1.4678783,0.332478,-0.2148414,-0.14310896,0.61659795,0.9606179,0.5480129,0.30272332,-0.626848,0.23576213,-1.2319001,0.16903363,-0.040425498,-0.46287727,0.19277097,-0.034208816,-0.5646704,0.4449586,-0.3156313,0.19409475,0.1795188,-0.44764963,0.8749053,-0.35034797,0.0796181,0.52195543,-0.55936456,0.44451442,0.2889908,0.84090483,-0.50141287,-0.63449544,-0.36517474,-0.13554017,-0.25502002,-0.294964,-0.35014328,0.71668625,0.72946846,0.51506674,0.8555723,-0.5217808,0.17672727,0.008453441,0.4623547,-1.3093784,-0.21562655,-0.7180471,-0.035281874,-0.80443096,-0.5809345,-0.5015202,0.5333244,-0.46670654,0.21451713,0.014333492,-0.035417426,-0.7485932,0.41165823,0.49498633,-0.7970299,-0.22603108,-0.40451667,0.71303564,-0.09853525,-0.57517004,-0.6286905,0.7088043,1.459189,0.317977,0.3126486,0.40481663,-0.098390296,-1.0510708,0.17935057
a,0.18202826,0.7627196,0.45018253,0.5987075,-0.30089644,-0.07985166,0.36968854,-0.7185899,-0.121192865,-0.009755698,-0.41338426,0.5225538,-0.03898412,-0.4941626,1.1998214,0.26935086,0.5547029,-0.06802947,0.30390742,-0.5126868,0.17354994,0.50058025,0.5521403,0.3989913,0.18170631,0.1531672,0.09901471,0.5539961,0.37838098,0.6400733,0.31573066,0.3589501,0.1904372,0.714506,0.4819312,-0.13420288,-0.6510255,-0.23488176,-0.4238023,0.88220936,-1.2529712,-0.118476264,-0.31788072,0.37365234,0.15593968,-0.53452486,1.1071322,-0.10868512,-0.019154323,-0.09973718,0.17722614,0.45828384,0.06495195,0.7486095,0.5987693,0.059033263,-0.33930516,-0.5392559,0.169573,-0.22749408,0.4754677,-0.5491485,-0.3296963,1.0660225,-0.5253687,0.50422937,0.30940855,0.08283978,-0.13555636,-0.441473,-0.45185697,-0.6750489,0.46871382,-0.21098778,-0.19572553,0.57651865,-0.0937719,0.1064702,-0.93383753,-0.065937944,-0.36035112,-0.33695126,0.05876066,-0.9669074,0.5818988,-0.4862198,0.53861034,-0.033816207,0.35440496,0.19070666,0.58261037,0.10959602,0.28659394,0.70837903,0.7292371,-0.1112195,-0.14620066,0.16119519,-1.2411417,0.12610167,0.52261096,-0.29296175,0.37926373,0.09674671,0.2043597,0.29075864,-0.03614679,-0.510481,0.64417636,-0.09217665,-0.2799771,0.039511573,0.38369232,-0.0009366005,-0.3222477,-0.53116107,-0.87425435,0.55156577,-0.72355795,-0.4412523,0.7478763,-0.14681648,-0.34418902,-0.29787156,-0.47521254,-0.84390336,0.48884708,0.0064021223,0.011538343,0.32826838,-0.5284897,0.2389505,-0.49104625,-0.12721437,-0.13256091,0.3918352,0.9357005,0.05325901,-0.039575152,0.24304765,1.2285818,0.3424908,0.37036026,0.5962726,-0.18638048,0.60681105,0.9321249,0.39786172,-0.7758564,0.07007532,0.33523345,-0.105997585,-0.10813665,-0.1476103,0.34172034,-0.2911737,0.14616823,0.4747355,-0.44468978,0.42511782,0.2692611,0.25266284,1.1317295,-0.9034797,0.10947915,-0.4030841,0.48640734,0.58110356,0.46914002,-0.94096774,0.15442747,-0.54914457,-0.11888335,0.027594445,0.44375318,-0.16599804,0.58866,0.23281845,0.111180566,0.13516483,0.24551782,0.22279932,-0.57746404,-0.04103398,0.5590627,-0.20452482,0.13167076,0.9085627,0.4600573,-0.6419177,1.2125574,0.80582434,0.44253156,-0.5853447,0.07788807,-0.63465625,-0.10457096,-0.19413407,-0.19868013,-0.2130922,0.33968747,-0.69493335,0.09587272,-0.32009146,0.6431085,0.11457334,-0.21044229,-0.031505324,-0.120720886,-0.5078672,0.45260873,-0.2735734,-0.2805475,0.056708664,-0.2766792,0.88769,0.18863925,0.2199293,-0.5114604,0.7802432,0.27686512,-0.4000036,0.21630889,0.26219445,0.091617785,-1.5367342,0.7224354,0.19745092,0.30022186,-0.49223778,-0.39684716,-0.15966052,0.09691558,0.19682468,-0.103813305,0.3734672,0.79436815,-0.8215159,-0.09566418,0.17706448,1.1751436,0.87471485,-0.5441364,-0.43173516,0.22934271,-0.9159499,0.017814053,-1.2007874,-0.19518882,0.16831583,-0.26973268,0.28926963,0.40736654,-0.6609503,0.09141044,-0.62157387
or,0.21576922,0.06757731,0.5285491,0.40774274,0.07551028,0.14421794,-0.70276546,-0.31937215,0.11123939,0.6243923,0.14556855,0.37073418,-0.07141117,-0.79111236,0.80863476,0.80143267,0.41989392,0.71947724,-0.45001066,-0.3256452,0.475674,0.3800916,0.29447135,0.28013855,0.2554229,0.033474796,-0.21027903,1.4694815,-0.46772617,0.6769168,0.3543295,0.15778102,0.29202068,1.0566435,-0.5376722,0.7759605,-0.1443824,0.12883554,-0.79974866,0.39519703,-0.0016545532,0.3180867,0.009531955,-0.3334687,-0.03570652,0.14252104,-0.28447884,-1.1360583,0.07063681,0.07821325,-0.35009697,-0.48810533,0.69844097,0.20350477,0.5572638,0.22733638,0.026096985,-0.88674814,-0.2702709,-0.46647322,0.4284957,-0.09327394,0.36682266,0.60736036,-0.06920598,0.76534665,0.42530304,-0.45110232,-0.6985482,-0.4721531,-0.10041384,0.09484396,-0.56342006,-0.1515727,-0.21479096,-0.2226896,0.30678877,-0.42474872,0.10629103,-0.07261144,0.3997335,0.29974276,-0.10004656,-0.21150859,-0.07841376,0.29216293,0.40068862,0.34702796,-0.97531843,0.7267105,0.5952194,0.4824698,-0.42359713,-0.025663143,0.41533864,-0.04314898,0.47951669,0.429992,-0.06915708,-0.08430849,0.1277535,0.0022875897,-0.06520827,0.027544638,0.16302429,-0.40806633,-0.3365484,-0.4824654,-0.4669926,0.33689526,-0.2627576,0.35276744,0.25141093,-0.07283414,-0.69979554,-0.116738796,-0.45222804,0.37772453,-0.679012,0.36661738,-0.031477448,-0.31088978,-0.09392026,0.02415716,-0.4864573,0.6278788,0.32151744,-0.526016,0.18077868,-0.060225617,0.11720066,0.019694539,-0.20899656,0.5902076,-0.21566042,0.8332358,0.34872127,0.45903093,0.60829943,-0.08828155,-1.612847,-0.32461524,0.47801903,-0.04412339,0.572262,-0.10418961,0.22812451,0.18177225,-0.76963973,0.15477481,0.07797057,-0.31819627,0.02952845,-0.14304127,0.8412122,0.24625812,0.013115753,-0.6208026,-0.469737,-0.38194108,0.48369962,-0.26573497,-0.17090793,1.1270099,-0.83729815,-0.6491198,0.32367444,0.20613348,0.096945964,-0.21656121,0.13073775,0.11898653,-0.16674465,0.14155503,-0.10264757,0.6512674,-0.11382985,0.47826904,0.51545584,0.31615904,-0.1574895,-0.30954766,-0.109620765,0.32416463,0.20045887,0.4605163,0.08207179,-0.13823812,0.41408047,-0.029482251,0.52345616,0.5241346,-0.2718897,0.034967247,0.20935124,0.18383777,-0.21371153,0.14441618,0.26297668,-0.07063186,0.32704547,-0.57291836,-0.28887188,-0.5846835,-0.18797989,-0.29527017,-0.5080053,-0.39493984,0.0710268,0.5015043,0.74923617,0.30110434,-0.18093616,-0.21335192,0.46877557,-0.4571526,0.2586125,0.057729434,-0.26735464,0.039284848,0.17160077,0.46088883,0.11093669,0.22213662,0.09434979,0.2319026,-0.13044502,0.2589034,-1.017731,0.077496774,0.046011772,-0.03728973,-0.29435113,-0.49758852,-0.154042,-0.20840609,-0.08063731,-0.012985257,0.44884288,-0.027354034,-0.086033195,-0.74613166,-0.50828725,0.009770524,0.10941302,-0.28687114,-0.4123663,-0.22550091,0.42265013,-0.7194462,-0.6473738,0.44832844,0.25196767,0.18482144,0.13010494,0.3657008
shall,0.3365398,-0.24965908,0.87762386,-0.30057025,0.67954165,0.13994487,-0.14435984,0.5757468,0.043838285,-0.18129843,0.7948732,-0.60424453,-1.1892271,-0.3065298,-0.51201564,0.05298855,-0.71250826,0.23523666,0.7363225,-0.2882367,-0.45733613,0.3674284,1.6319122,1.0605187,0.14241269,0.21953033,-0.7364349,-0.44474363,-0.55925024,-0.88786364,0.006906244,-0.4271739,0.1403974,-0.14015917,-0.4540975,-0.023748903,-0.17153877,0.17836006,0.10274653,-0.78561306,-0.37836745,1.0959898,-0.5449845,-1.0494931,0.8144475,-0.44494987,-1.0850258,0.5359657,-0.6000642,-0.89140046,0.4711379,0.26654717,-0.6421522,0.15455449,-0.022089455,-0.02300079,-0.47747013,-0.009372045,-1.5124308,-0.115841605,-0.50161344,-0.9412466,-0.13483377,0.0037468846,-0.3610104,0.5647539,-0.72309715,0.2713224,0.27332154,-1.0558256,0.6755302,0.07119531,0.6403893,0.38416025,-0.80988294,0.3438733,-0.1109309,0.41125908,-1.2968196,-0.009093593,0.33267707,0.12227581,-0.003577266,-1.2636938,-1.5410368,0.13945526,-0.13517118,0.06760084,0.19464388,0.051266994,-0.07678932,-0.54582816,0.34119928,-0.9610099,0.47025013,0.32918844,-0.8484029,1.0804437,0.020390926,-0.62709504,0.8729711,-0.2476898,0.54297656,-0.13185054,0.063141644,-0.14822282,1.0450667,-0.5374258,-0.21141686,-1.0301275,0.361798,-0.3703292,0.3207717,0.6685394,-0.9109269,-0.5605804,-0.6668299,-0.17399605,-0.40976954,-0.20447242,-0.047775716,-0.47168002,0.42629358,1.1269197,-0.51653004,-0.03301866,-0.024830842,-0.43723634,-0.32330394,-0.07040288,-0.12152324,-1.2125562,-0.6684657,-0.07506722,0.059090212,-1.0467942,-0.17268993,0.86625856,-0.9746496,0.9706138,0.923566,0.75399,0.6685492,-0.7512339,-0.5693693,-0.34980956,0.14254062,-0.10439031,-0.6816433,-0.32275063,0.6449811,-0.5395732,-1.28888,0.2850002,0.13524215,1.0031279,-0.0915909,0.6476281,0.29669037,-0.30795908,-0.8055596,0.111787476,0.7601369,-1.4558166,0.29989287,0.16297154,-0.042046152,-0.63444555,0.63754195,0.75076085,-0.59852374,0.2021159,0.637805,-0.616674,0.083688535,0.9477261,0.1462112,-0.36079067,-1.2577238,0.5025189,0.44916058,-0.28263462,-0.20291626,-0.23139274,-0.28637797,-0.9774754,-0.4717519,0.5682684,-0.13427183,-0.1035107,0.06248228,-0.41615447,-0.0035792182,0.3837189,-0.8936791,-0.08643488,-0.44880897,0.3590726,-1.0706154,0.09662184,-0.07943235,-0.44782403,0.032412704,-0.20347811,-0.13209948,0.05930119,0.23582362,-0.8259781,0.7769951,-0.74957454,0.2950839,-1.0155828,0.29023263,-0.57373065,0.7113924,-1.3824513,0.75570947,-0.33907002,-0.1626687,-0.339155,-0.16131018,0.047228243,0.119466804,0.6044028,-0.78575015,0.2024097,-1.1034822,-0.15200159,-0.5504439,0.41254976,-0.3012114,0.13421257,-0.56707484,0.534955,0.1842033,0.7493938,-0.013167289,-0.75135005,0.11529813,-0.21287356,-0.31997922,0.20099045,-0.18580474,-0.84699327,1.9741907,-0.099153094,0.5827471,-0.14368638,-0.21918425,1.2820837,0.62540376,0.44515625,0.4323077,0.45146167,-0.37649146,-0.5761848
