doc,PC0,PC1,PC2,PC3,PC4
Fiji_2013,-0.00039724136296095437,0.0030960476845230075,0.0008716421672116874,0.011350096582310263,0.0008827592243984136
Finland_2011,-0.000192841518601923,-0.00014755302864113954,-0.00039471861108417524,0.00020084600091293574,-0.0004242772171408497
France_2008,-0.00017080230599032166,-0.00016648287390695727,-0.00026492469680149854,-0.00013159097731609638,9.364219136032163e-05
Gabon_1997,-0.00015561422492593632,-0.0005303196696653832,-0.00039239339997788794,6.851575881736196e-05,-4.8001210692150565e-05
Gambia_2004,-0.00026036695599695846,0.0008071035697481678,7.654163314744921e-05,-0.00011368250785055382,-7.725005858293247e-05
Georgia_2004,-0.00018638486410191838,-0.00013988810081548282,-0.0004020929604947108,0.00022069687894550326,-0.00044911205268102555
German_Federal_Republic_2012,0.0033067975073641153,-0.0003175407524391536,-0.00025359998187994944,5.2885070507466645e-05,-0.00011978887456523249
Ghana_1996,-0.00022059309082065795,0.0004669920857093565,-0.0002444223670611096,0.00013272984846118743,-0.000571082673347771
Greece_2008,-0.0001955091652664554,-0.0001538701051650043,-0.00033455057052877204,0.0001495816977229725,-0.0003688180465867203
Grenada_1992,-0.0005250823362021662,0.003594671705765104,0.0008641217308075081,-0.0008569128751407327,0.0003620754995724391
Guatemala_1993,-0.00010855683482766957,-0.001017149674040106,0.0006497772888056533,6.650131191551312e-06,0.001155984130247363
Guinea_2010,-0.0001214133476923158,-0.0006429727838921805,-0.0004160021766515085,5.1158781801460674e-05,-5.1739500045436285e-05
Guinea_Bissau_1991,-0.0001346162548556895,-0.0007586777602161613,-0.0003875053240285522,4.746969916776899e-05,-9.722568674319106e-05
Guyana_1995,-0.0002466978266103053,9.753605848080475e-05,0.00040372115901128255,-1.2683032181248579e-05,0.0003668787778675503
Haiti_2012,-0.00013142641653930215,-0.0005916134251831962,-0.0003928302758587653,-1.4389028738549708e-05,6.412990093192917e-05
Honduras_2012,-0.00016824896312546216,-0.0010953962968402288,0.0008215993732980546,3.527804844461005e-05,0.0014406454239493857
Hungary_2011,-0.0001779756637561578,-7.759627384088033e-05,-0.0004018418480774187,0.00018812782313261278,-0.0005311147188885746
Iceland_1999,-0.00012274127471026205,-0.000584642337649422,-0.00041875560621974594,3.63570400112026e-05,-0.00010260588871124842
India_2012,-0.00014575099694992796,0.0002790427337240517,-0.00023555556916611084,-6.168659505984285e-05,-0.0003323498573222917
Indonesia_2002,-0.00013253948476353846,-0.0006319035766878732,-3.1397720432178064e-05,8.250507547520946e-06,-0.00029047486630605926
Iran_1989,-0.00013126931026356378,-0.0005713701686922228,-0.00031021145116349487,3.44238034939821e-05,-0.00014420137942193942
Iraq_2005,0.00014032807315041232,-0.0005419645321107862,-0.0003445017810594648,2.9774065682439136e-05,-9.49162929313133e-05
Ireland_2012,-0.0001587960762216192,0.0001072652325966915,-0.00017745720137144936,-0.0001724325592402269,1.844827239147258e-05
Israel_2013,-0.00019883494883700048,0.00047373553169963227,-2.6110312454255905e-05,-0.00013296037655335756,9.082612900766574e-06
Italy_2012,-0.00014125280794280396,-0.00032920829407942243,-0.0002925420262358672,-4.676929666818357e-05,-0.00011447816018871162
Jamaica_1994,-0.0004604774820356785,0.0034494783573878066,0.0008631661416798345,-0.0008025145149413044,0.0003598106180921219
Japan_1946,-0.0001251551331321131,0.0003351458433537995,-0.0001448528887048341,-0.0005815665900106457,0.00041524442430545134
Jordan_2011,-0.00016809209753859962,0.00022838170624263484,-0.00022141369842236525,-0.00041275881114218147,0.0002635310544143147
Kazakhstan_1998,-0.00014904747262400964,-0.0004308001478140098,-0.0004264140757967161,0.00012508080999285327,-0.00016509357033219697
Kenya_2010,-0.00019447642142829275,0.00035710568590849946,-0.0002473632373742203,7.876169946407959e-05,-0.00042882658747949186
Kiribati_1995,-0.00036898074163434045,0.0018649835600841192,0.0004093969837952523,-0.0002693434278572887,-9.757073103978758e-07
Kosovo_2008,-9.708017776024038e-05,-0.0006487844007957105,-0.00037243771260195855,7.988013689836084e-05,-0.0001061956468943511
Kuwait_1992,-0.00012266251742043787,-0.0006168499357644756,-0.00031700668155905837,2.774728476260464e-05,-0.00012794653613828005
Kyrgyz_Republic_2010,-0.00010246983082183547,-0.0006468586450896313,-0.00036080895022225446,9.188362974429015e-05,-9.166663481756837e-05
Laos_2003,-4.287177907714066e-05,-0.000662453352712825,-0.00029848607052308893,3.847962039358702e-05,-0.0002513319425314314
Latvia_2007,-0.00011630048306773068,-0.0005394813296869133,-0.00039208163321177204,6.708652602995427e-05,-0.0001353436959412328
Lebanon_2004,-0.00011524436382556109,-0.0009069675837080181,-0.0005890509235328407,5.868850767755693e-05,6.91348106049234e-05
Lesotho_1998,-0.0004553746396732125,0.002556253141778007,0.0005440854599505712,-0.0003017901809655975,-4.181115014967514e-05
