term_str,n,p,i,h,df,idf,dfidf,n_chars,ngram_length,porter_stem,max_pos,max_pos_group,n_pos,cat_pos,n_pos_group,cat_pos_group,stop,tfidf_mean,dp,di,dh
caduc,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,5,1,caduc,NN,NOUN,1,NN,1,NOUN,0,3.7950212837735857,0.005208333333333333,7.584962500721156,0.03950501302458935
cafe,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,4,1,cafe,NN,NOUN,1,NN,1,NOUN,0,3.7950138134882234,0.005208333333333333,7.584962500721156,0.03950501302458935
cairn,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,5,1,cairn,NN,NOUN,1,NN,1,NOUN,0,3.7950167309590808,0.005208333333333333,7.584962500721156,0.03950501302458935
cairns,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,6,1,cairn,NN,NOUN,1,NN,1,NOUN,0,3.795026330038907,0.005208333333333333,7.584962500721156,0.03950501302458935
cairo,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,2,6.584962500721156,13.169925001442312,5,1,cairo,NNP,NOUN,1,NNP,1,NOUN,0,3.2947386698267613,0.010416666666666666,6.584962500721156,0.06859335938251204
caisse,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,1,7.584962500721156,7.584962500721156,6,1,caiss,NNP,NOUN,1,NNP,1,NOUN,0,3.795047381510457,0.005208333333333333,7.584962500721156,0.03950501302458935
caister,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,7,1,caister,NNP,NOUN,1,NNP,1,NOUN,0,3.795029000139994,0.005208333333333333,7.584962500721156,0.03950501302458935
caja,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,1,7.584962500721156,7.584962500721156,4,1,caja,NNP,NOUN,1,NNP,1,NOUN,0,3.795060123177745,0.005208333333333333,7.584962500721156,0.03950501302458935
cajamarca,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,cajamarca,NNP,NOUN,1,NNP,1,NOUN,0,3.7950280063907607,0.005208333333333333,7.584962500721156,0.03950501302458935
cajones,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,7,1,cajon,NNP,NOUN,1,NNP,1,NOUN,0,3.795021510409928,0.005208333333333333,7.584962500721156,0.03950501302458935
cakchiquel,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,10,1,cakchiquel,NNP,NOUN,1,NNP,1,NOUN,0,3.7950169994983445,0.005208333333333333,7.584962500721156,0.03950501302458935
calabar,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,7,1,calabar,NNP,NOUN,1,NNP,1,NOUN,0,3.7950206783903653,0.005208333333333333,7.584962500721156,0.03950501302458935
calabar-municipal,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,17,1,calabar-municip,NNP,NOUN,1,NNP,1,NOUN,0,3.79501390513481,0.005208333333333333,7.584962500721156,0.03950501302458935
calabria,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,8,1,calabria,NNP,NOUN,1,NNP,1,NOUN,0,3.795039499771942,0.005208333333333333,7.584962500721156,0.03950501302458935
calamities,24,5.7393365518257305e-06,17.410684593522628,9.992577847991352e-05,24,3.0,72.0,10,1,calam,NN,NOUN,1,NN,1,NOUN,0,1.501192711858115,0.125,3.0,0.375
calamity,103,2.4631319368252095e-05,15.309146567060564,0.0003770844783486489,57,1.7520724865564143,99.86813173371561,8,1,calam,NN,NOUN,1,NN,1,NOUN,0,0.8769624847372707,0.296875,1.7520724865564143,0.5201465194464355
calankeed,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,calanke,NNP,NOUN,1,NNP,1,NOUN,0,3.7950223877251807,0.005208333333333333,7.584962500721156,0.03950501302458935
calcareous,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,10,1,calcar,NN,NOUN,1,NN,1,NOUN,0,3.7950178392957135,0.005208333333333333,7.584962500721156,0.03950501302458935
calculable,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,10,1,calcul,NN,NOUN,1,NN,1,NOUN,0,3.7950153270899225,0.005208333333333333,7.584962500721156,0.03950501302458935
calculate,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,calcul,NN,NOUN,1,NN,1,NOUN,0,3.795013599099198,0.005208333333333333,7.584962500721156,0.03950501302458935
calculated,67,1.6022314540513498e-05,15.92955790378601,0.00025522838722578234,36,2.415037499278844,86.94134997403839,10,1,calcul,VB,VERB,1,VB,1,VERB,0,1.208567970972455,0.1875,2.415037499278844,0.45281953111478324
calculating,43,1.0282977988687768e-05,16.569382339541683,0.00017038259388365895,28,2.777607578663552,77.77301220257945,11,1,calcul,VB,VERB,2,NNP|VB,2,NOUN|VERB,0,1.38991242081178,0.14583333333333334,2.777607578663552,0.4050677718884347
calculation,44,1.0522117011680507e-05,16.536215475606486,0.00017399599416469347,18,3.415037499278844,61.470674987019194,11,1,calcul,NN,NOUN,2,NN|NNP,1,NOUN,0,1.7088908889666359,0.09375,3.415037499278844,0.3201597655573916
calculations,7,1.6739731609491714e-06,19.188292172186177,3.212068610069074e-05,7,4.777607578663552,33.44325305064487,12,1,calcul,NN,NOUN,1,NN,1,NOUN,0,2.390485752028901,0.036458333333333336,4.777607578663552,0.17418360963877536
calcutta,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,8,1,calcutta,NNP,NOUN,1,NNP,1,NOUN,0,3.7950154684686566,0.005208333333333333,7.584962500721156,0.03950501302458935
caledon,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,7,1,caledon,NNP,NOUN,1,NNP,1,NOUN,0,3.795029000139994,0.005208333333333333,7.584962500721156,0.03950501302458935
caledonia,13,3.1088072989056042e-06,18.29520737610269,5.6876274225819694e-05,1,7.584962500721156,7.584962500721156,9,1,caledonia,NNP,NOUN,1,NNP,1,NOUN,0,3.7953272098906727,0.005208333333333333,7.584962500721156,0.03950501302458935
calendar,111,2.6544431552194007e-05,15.201231227893677,0.00040350804183789774,48,2.0,96.0,8,1,calendar,NN,NOUN,2,NN|NNP,1,NOUN,0,1.0014171118219435,0.25,2.0,0.5
calendared,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,10,1,calendar,VB,VERB,1,VB,1,VERB,0,3.7950277020500565,0.005208333333333333,7.584962500721156,0.03950501302458935
calendars,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,calendar,NN,NOUN,1,NN,1,NOUN,0,3.7950269986195235,0.005208333333333333,7.584962500721156,0.03950501302458935
caliber,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,7,1,calib,NN,NOUN,1,NN,1,NOUN,0,3.795029593862496,0.005208333333333333,7.584962500721156,0.03950501302458935
calibre,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,7,1,calibr,NN,NOUN,1,NN,1,NOUN,0,3.29469073090821,0.010416666666666666,6.584962500721156,0.06859335938251204
calidad,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,7,1,calidad,NN,NOUN,1,NN,1,NOUN,0,3.294703606837689,0.010416666666666666,6.584962500721156,0.06859335938251204
calificaci,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,3,6.0,18.0,10,1,calificaci,NN,NOUN,1,NN,1,NOUN,0,3.0020272406335393,0.015625,6.0,0.09375
california,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,10,1,california,NNP,NOUN,1,NNP,1,NOUN,0,3.7950204950971913,0.005208333333333333,7.584962500721156,0.03950501302458935
call,384,9.182938482921169e-05,13.410684593522626,0.0012314949163617695,113,0.7647835383059685,86.42053982857443,4,1,call,NN,NOUN,2,NN|NNP,1,NOUN,1,0.3834473844305007,0.5885416666666666,0.7647835383059687,0.4501069782738253
call-out,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,8,1,call-out,NN,NOUN,2,NN|NNP,1,NOUN,0,3.7950244719486173,0.005208333333333333,7.584962500721156,0.03950501302458935
call-over,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,9,1,call-ov,NN,NOUN,1,NN,1,NOUN,0,3.7950496446723943,0.005208333333333333,7.584962500721156,0.03950501302458935
call-to-convene,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,15,1,call-to-conven,NN,NOUN,1,NN,1,NOUN,0,3.7950461106784896,0.005208333333333333,7.584962500721156,0.03950501302458935
call-up,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,7,1,call-up,NN,NOUN,1,NN,1,NOUN,0,3.7950561759674297,0.005208333333333333,7.584962500721156,0.03950501302458935
callao,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,6,1,callao,NNP,NOUN,1,NNP,1,NOUN,0,3.795048880902266,0.005208333333333333,7.584962500721156,0.03950501302458935
called,658,0.00015735347712922211,12.633703320508541,0.001987957146501018,144,0.41503749927884376,59.765399896153504,6,1,call,VB,VERB,2,NNP|VB,2,NOUN|VERB,0,0.20826946533070242,0.75,0.41503749927884376,0.31127812445913283
calling,125,2.989237787409235e-05,15.029862809581696,0.00044927833849978333,48,2.0,96.0,7,1,call,VB,VERB,2,NNP|VB,2,NOUN|VERB,0,1.0012147402590037,0.25,2.0,0.5
callings,8,1.91311218394191e-06,18.995647094243783,3.634080389785852e-05,2,6.584962500721156,13.169925001442312,8,1,call,NN,NOUN,1,NN,1,NOUN,0,3.294705962374991,0.010416666666666666,6.584962500721156,0.06859335938251204
calls,43,1.0282977988687768e-05,16.569382339541683,0.00017038259388365895,24,3.0,72.0,5,1,call,NN,NOUN,2,NN|NNP,1,NOUN,0,1.5013997539598947,0.125,3.0,0.375
calumnies,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,calumni,NN,NOUN,1,NN,1,NOUN,0,3.795026416728181,0.005208333333333333,7.584962500721156,0.03950501302458935
calves,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,6,1,calv,NN,NOUN,1,NN,1,NOUN,0,3.7950113001739556,0.005208333333333333,7.584962500721156,0.03950501302458935
camara,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,1,7.584962500721156,7.584962500721156,6,1,camara,NNP,NOUN,1,NNP,1,NOUN,0,3.7950436556402853,0.005208333333333333,7.584962500721156,0.03950501302458935
camber,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,6,1,camber,NNP,NOUN,1,NNP,1,NOUN,0,3.795023554665796,0.005208333333333333,7.584962500721156,0.03950501302458935
cambodia,41,9.80469994270229e-06,16.6380950896257,0.00016313152997192836,1,7.584962500721156,7.584962500721156,8,1,cambodia,NNP,NOUN,1,NNP,1,NOUN,0,3.7965788985304028,0.005208333333333333,7.584962500721156,0.03950501302458935
cambodia's,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,10,1,cambodia',NNP,NOUN,1,NNP,1,NOUN,0,3.7950454676512337,0.005208333333333333,7.584962500721156,0.03950501302458935
cambodian,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,9,1,cambodian,NNP,NOUN,1,NNP,1,NOUN,0,3.7950838034232137,0.005208333333333333,7.584962500721156,0.03950501302458935
camden,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,6,1,camden,NNP,NOUN,1,NNP,1,NOUN,0,3.7950508684007325,0.005208333333333333,7.584962500721156,0.03950501302458935
came,56,1.3391785287593371e-05,16.188292172186177,0.00021679013294274578,43,2.158697746019058,92.8240030788195,4,1,came,NN,NOUN,1,NN,1,NOUN,0,1.080324055559621,0.22395833333333334,2.158697746019058,0.48345834936885157
camera,38,9.087282873724075e-06,16.747719580800197,0.00015219126532053896,24,3.0,72.0,6,1,camera,NN,NOUN,1,NN,1,NOUN,0,1.5013702794028916,0.125,3.0,0.375
cameroon,20,4.782780459854775e-06,17.67371899935642,8.452951788308599e-05,2,6.584962500721156,13.169925001442312,8,1,cameroon,NNP,NOUN,1,NNP,1,NOUN,0,3.295305297331273,0.010416666666666666,6.584962500721156,0.06859335938251204
cameroonian,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,1,7.584962500721156,7.584962500721156,11,1,cameroonian,NNP,NOUN,1,NNP,1,NOUN,0,3.7951569849395663,0.005208333333333333,7.584962500721156,0.03950501302458935
cameroun,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,8,1,cameroun,NNP,NOUN,1,NNP,1,NOUN,0,3.795044595144333,0.005208333333333333,7.584962500721156,0.03950501302458935
camp,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,1,7.584962500721156,7.584962500721156,4,1,camp,NN,NOUN,2,NN|NNP,1,NOUN,0,3.795040824854116,0.005208333333333333,7.584962500721156,0.03950501302458935
campaign,60,1.4348341379564327e-05,16.088756498635263,0.00023084697061510282,27,2.8300749985576874,76.41202496105755,8,1,campaign,NN,NOUN,2,NN|NNP,1,NOUN,0,1.4162791260575016,0.140625,2.8300749985576874,0.3979792966721748
campaigning,9,2.152251206934649e-06,18.82572209280147,4.0517683095648255e-05,4,5.584962500721156,22.339850002884624,11,1,campaign,VB,VERB,1,VB,1,VERB,0,2.794394493188239,0.020833333333333332,5.584962500721156,0.11635338543169074
campaigns,56,1.3391785287593371e-05,16.188292172186177,0.00021679013294274578,29,2.726981505593584,79.08246366221394,9,1,campaign,NN,NOUN,2,NN|NNP,1,NOUN,0,1.3646735657893991,0.15104166666666666,2.726981505593584,0.4118878315740309
campania,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,8,1,campania,NNP,NOUN,1,NNP,1,NOUN,0,3.795039499771942,0.005208333333333333,7.584962500721156,0.03950501302458935
campeche,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,8,1,campech,NNP,NOUN,1,NNP,1,NOUN,0,3.2946924037196044,0.010416666666666666,6.584962500721156,0.06859335938251204
campesina,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,campesina,NN,NOUN,1,NN,1,NOUN,0,3.7950178392957135,0.005208333333333333,7.584962500721156,0.03950501302458935
campesino,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,campesino,NN,NOUN,1,NN,1,NOUN,0,3.7950169994983445,0.005208333333333333,7.584962500721156,0.03950501302458935
campesinos,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,10,1,campesino,NN,NOUN,1,NN,1,NOUN,0,3.7950148529802075,0.005208333333333333,7.584962500721156,0.03950501302458935
campo,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,5,1,campo,NN,NOUN,1,NN,1,NOUN,0,3.7950169994983445,0.005208333333333333,7.584962500721156,0.03950501302458935
campos,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,6,1,campo,NNP,NOUN,1,NNP,1,NOUN,0,3.795013599099198,0.005208333333333333,7.584962500721156,0.03950501302458935
camps,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,4,5.584962500721156,22.339850002884624,5,1,camp,NN,NOUN,1,NN,1,NOUN,0,2.794387495871675,0.020833333333333332,5.584962500721156,0.11635338543169074
campus,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,6,1,campu,NN,NOUN,1,NN,1,NOUN,0,3.2946902990690052,0.010416666666666666,6.584962500721156,0.06859335938251204
can,1808,0.0004323633535708717,11.175468131828595,0.004831862879201816,150,0.35614381022527536,53.4215715337913,3,1,can,NN,NOUN,2,NN|NNP,1,NOUN,1,0.17980141847056066,0.78125,0.35614381022527536,0.2782373517384964
canada,290,6.935031666789425e-05,13.815738004228848,0.0009581258055939319,11,4.125530882083859,45.380839702922444,6,1,canada,NNP,NOUN,1,NNP,1,NOUN,0,2.067560034712115,0.057291666666666664,4.125530882083859,0.23635854011938773
canadian,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,1,7.584962500721156,7.584962500721156,8,1,canadian,NNP,NOUN,1,NNP,1,NOUN,0,3.7951383414436877,0.005208333333333333,7.584962500721156,0.03950501302458935
canadians,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,1,7.584962500721156,7.584962500721156,9,1,canadian,NNP,NOUN,1,NNP,1,NOUN,0,3.795072736661471,0.005208333333333333,7.584962500721156,0.03950501302458935
canal,48,1.1478673103651461e-05,16.410684593522628,0.0001883728838561756,4,5.584962500721156,22.339850002884624,5,1,canal,NNP,NOUN,2,NN|NNP,1,NOUN,0,2.794882130288773,0.020833333333333332,5.584962500721156,0.11635338543169074
canals,11,2.6305292529201267e-06,18.536215475606486,4.876005704701362e-05,8,4.584962500721156,36.67970000576925,6,1,canal,NN,NOUN,2,NN|NNP,1,NOUN,0,2.2941417440190666,0.041666666666666664,4.584962500721156,0.19104010419671483
canar,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,5,1,canar,NNP,NOUN,1,NNP,1,NOUN,0,3.7950148529802075,0.005208333333333333,7.584962500721156,0.03950501302458935
canaria,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,7,1,canaria,NNP,NOUN,1,NNP,1,NOUN,0,3.7950278097191,0.005208333333333333,7.584962500721156,0.03950501302458935
canary,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,6,1,canari,NNP,NOUN,1,NNP,1,NOUN,0,3.7950278097191,0.005208333333333333,7.584962500721156,0.03950501302458935
canborough,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,10,1,canborough,NNP,NOUN,1,NNP,1,NOUN,0,3.795029000139994,0.005208333333333333,7.584962500721156,0.03950501302458935
cancel,26,6.2176145978112084e-06,17.29520737610269,0.00010753493385382819,17,3.497499659470817,59.45749421100389,6,1,cancel,NN,NOUN,2,NN|NNP,1,NOUN,0,1.7501373037552037,0.08854166666666667,3.4974996594708165,0.3096744490156452
canceled,8,1.91311218394191e-06,18.995647094243783,3.634080389785852e-05,6,5.0,30.0,8,1,cancel,VB,VERB,1,VB,1,VERB,0,2.5017385386094246,0.03125,5.0,0.15625
canceling,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,9,1,cancel,VB,VERB,1,VB,1,VERB,0,3.294721680429781,0.010416666666666666,6.584962500721156,0.06859335938251204
cancellation,37,8.848143850731336e-06,16.786193728614833,0.00014852665681702824,25,2.9411063109464313,73.52765777366078,12,1,cancel,NN,NOUN,2,NN|NNP,1,NOUN,0,1.471711244551809,0.13020833333333334,2.9411063109464313,0.3829565509044833
cancelled,21,5.021919482847514e-06,17.603329671465023,8.840250424011793e-05,15,3.678071905112638,55.17107857668957,9,1,cancel,VB,VERB,1,VB,1,VERB,0,1.840422200280603,0.078125,3.678071905112638,0.2873493675869248
cancelling,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,10,1,cancel,VB,VERB,1,VB,1,VERB,0,3.2946993815667303,0.010416666666666666,6.584962500721156,0.06859335938251204
cancels,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,7,1,cancel,NN,NOUN,1,NN,1,NOUN,0,3.29469600168084,0.010416666666666666,6.584962500721156,0.06859335938251204
candid,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,6,1,candid,NN,NOUN,1,NN,1,NOUN,0,3.29469070489529,0.010416666666666666,6.584962500721156,0.06859335938251204
candidacies,31,7.4133097127749025e-06,17.041450783856906,0.0001263335526157419,13,3.884522782580064,50.49879617354083,11,1,candidaci,NN,NOUN,2,NN|NNP,1,NOUN,0,1.9437618309764992,0.06770833333333333,3.884522782580064,0.2630145634038585
candidacy,71,1.6978870632484454e-05,15.845899974739101,0.0002690454857263839,31,2.6307661903342807,81.5537519003627,9,1,candidaci,NN,NOUN,2,NN|NNP,1,NOUN,0,1.3167650525786183,0.16145833333333334,2.6307661903342807,0.42475912448105574
candidate,1148,0.00027453159839566413,11.830740167568095,0.0032479120084062565,157,0.2903417518295291,45.58365503723607,9,1,candid,NN,NOUN,2,NN|NNP,1,NOUN,0,0.14604226675818036,0.8177083333333334,0.2903417518295291,0.23741486998560454
candidate's,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,2,6.584962500721156,13.169925001442312,11,1,candidate',NN,NOUN,1,NN,1,NOUN,0,3.2947347036208146,0.010416666666666666,6.584962500721156,0.06859335938251204
candidates,1068,0.000255400476556245,11.934951162556228,0.003048192214592371,147,0.38529015588479165,56.63765291506437,10,1,candid,NN,NOUN,2,NN|NNP,1,NOUN,0,0.19366663689698405,0.765625,0.38529015588479165,0.2949877755992936
candidature,48,1.1478673103651461e-05,16.410684593522628,0.0001883728838561756,33,2.5405683813627027,83.83875658496919,11,1,candidatur,NN,NOUN,2,NN|NNP,1,NOUN,0,1.2714692058106973,0.171875,2.5405683813627027,0.4366601905467145
candidatures,43,1.0282977988687768e-05,16.569382339541683,0.00017038259388365895,20,3.263034405833794,65.26068811667588,12,1,candidatur,NN,NOUN,2,NN|NNP,1,NOUN,0,1.6329423876666647,0.10416666666666667,3.263034405833794,0.3398994172743535
cane,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,4,1,cane,NN,NOUN,1,NN,1,NOUN,0,3.294692687157142,0.010416666666666666,6.584962500721156,0.06859335938251204
canichana,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,canichana,NNP,NOUN,1,NNP,1,NOUN,0,3.7950162628195123,0.005208333333333333,7.584962500721156,0.03950501302458935
canillo,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,7,1,canillo,NNP,NOUN,1,NNP,1,NOUN,0,3.7950424199659225,0.005208333333333333,7.584962500721156,0.03950501302458935
canned,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,6,1,can,VB,VERB,1,VB,1,VERB,0,3.7950204950971913,0.005208333333333333,7.584962500721156,0.03950501302458935
cannot,870,0.00020805095000368275,12.230775503507692,0.0025446244627865466,145,0.4050534107062217,58.732744552402146,6,1,cannot,NN,NOUN,1,NN,1,NOUN,1,0.20356038269693674,0.7552083333333334,0.4050534107062217,0.30589971121042786
canoes,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,6,1,cano,NN,NOUN,1,NN,1,NOUN,0,3.2947639580157975,0.010416666666666666,6.584962500721156,0.06859335938251204
canon,8,1.91311218394191e-06,18.995647094243783,3.634080389785852e-05,5,5.2630344058337934,26.315172029168966,5,1,canon,NN,NOUN,2,NN|NNP,1,NOUN,0,2.6333898169467598,0.026041666666666668,5.2630344058337934,0.1370581876519217
canons,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,6,5.0,30.0,6,1,canon,NN,NOUN,2,NN|NNP,1,NOUN,0,2.5017187986319067,0.03125,5.0,0.15625
canonto,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,7,1,canonto,NNP,NOUN,1,NNP,1,NOUN,0,3.795029000139994,0.005208333333333333,7.584962500721156,0.03950501302458935
canouan,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,7,1,canouan,NNP,NOUN,1,NNP,1,NOUN,0,3.795021913923417,0.005208333333333333,7.584962500721156,0.03950501302458935
canton,39,9.326421896716812e-06,16.710244875381534,0.00015584679370525824,5,5.2630344058337934,26.315172029168966,6,1,canton,NN,NOUN,2,NN|NNP,1,NOUN,0,2.6336746727149793,0.026041666666666668,5.2630344058337934,0.1370581876519217
canton's,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,8,1,canton',NN,NOUN,1,NN,1,NOUN,0,3.7950148529802075,0.005208333333333333,7.584962500721156,0.03950501302458935
cantonal,36,8.609004827738597e-06,16.82572209280147,0.0001448527227271158,1,7.584962500721156,7.584962500721156,8,1,canton,NN,NOUN,2,NN|NNP,1,NOUN,0,3.795871416576237,0.005208333333333333,7.584962500721156,0.03950501302458935
cantonment,41,9.80469994270229e-06,16.6380950896257,0.00016313152997192836,4,5.584962500721156,22.339850002884624,10,1,canton,NN,NOUN,2,NN|NNP,1,NOUN,0,2.7946585804012085,0.020833333333333332,5.584962500721156,0.11635338543169074
cantonments,12,2.8696682759128652e-06,18.410684593522628,5.283255751586963e-05,1,7.584962500721156,7.584962500721156,11,1,canton,NN,NOUN,1,NN,1,NOUN,0,3.795141903778699,0.005208333333333333,7.584962500721156,0.03950501302458935
cantons,172,4.113191195475107e-05,14.569382339541685,0.0005992665516251337,4,5.584962500721156,22.339850002884624,7,1,canton,NNP,NOUN,2,NN|NNP,1,NOUN,0,2.7973244539618256,0.020833333333333332,5.584962500721156,0.11635338543169074
canvass,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,5,5.2630344058337934,26.315172029168966,7,1,canvass,NN,NOUN,1,NN,1,NOUN,0,2.6333540959618555,0.026041666666666668,5.2630344058337934,0.1370581876519217
canvassers,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,10,1,canvass,NN,NOUN,1,NN,1,NOUN,0,3.7950482722208583,0.005208333333333333,7.584962500721156,0.03950501302458935
canvassing,8,1.91311218394191e-06,18.995647094243783,3.634080389785852e-05,6,5.0,30.0,10,1,canvass,VB,VERB,1,VB,1,VERB,0,2.5017616703856054,0.03125,5.0,0.15625
cap,68,1.6261453563506237e-05,15.908184252993443,0.00025869019950975405,11,4.125530882083859,45.380839702922444,3,1,cap,NNP,NOUN,2,NN|NNP,1,NOUN,0,2.0645635076194657,0.057291666666666664,4.125530882083859,0.23635854011938773
capabilities,33,7.89158775876038e-06,16.95125297488533,0.00013377230047225552,22,3.1255308820838588,68.76167940584489,12,1,capabl,NN,NOUN,1,NN,1,NOUN,0,1.5640957802848072,0.11458333333333333,3.125530882083859,0.3581337469054422
