doc,div1,div2,unit,para,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment,n
Fiji_2013,9,0,151,2,1,0,1,1,0,0,0,0,-1,1
Fiji_2013,9,0,151,3,1,0,2,1,0,0,0,1,-1,3
Fiji_2013,9,0,151,4,1,1,2,1,0,0,0,2,1,5
Fiji_2013,9,0,151,5,2,1,2,2,0,0,0,0,-1,3
Fiji_2013,9,0,152,0,0,2,0,0,0,0,0,4,4,5
Fiji_2013,9,0,153,0,1,2,0,1,0,0,0,2,3,4
Fiji_2013,9,0,154,0,1,2,1,1,0,0,0,2,3,5
Fiji_2013,9,0,155,0,1,2,0,1,0,1,0,3,4,6
Fiji_2013,9,0,156,0,0,2,0,0,0,0,0,3,5,5
Fiji_2013,9,0,156,3,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,157,0,0,1,0,0,0,0,0,1,2,2
Fiji_2013,9,0,158,0,0,1,0,0,1,0,0,3,4,4
Fiji_2013,9,0,158,2,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,160,0,0,0,0,0,1,0,0,2,3,3
Fiji_2013,9,0,161,0,0,1,0,0,0,0,0,3,4,4
Fiji_2013,9,0,162,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,163,0,0,0,0,1,0,0,0,0,1,1
Fiji_2013,9,0,164,0,1,1,0,1,0,0,0,2,2,3
Fiji_2013,9,0,165,0,1,0,0,2,0,1,0,1,-1,3
Fiji_2013,9,0,166,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,166,3,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,168,0,0,0,0,0,1,0,0,2,2,2
Fiji_2013,9,0,170,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,172,0,0,0,0,0,1,0,0,0,1,1
Fiji_2013,9,0,173,3,0,1,0,0,0,0,0,2,2,2
Fiji_2013,9,0,174,0,0,0,0,0,0,0,0,2,2,2
Fiji_2013,9,0,174,3,1,0,1,1,0,0,0,0,-1,1
Fiji_2013,9,0,174,4,1,0,1,1,0,0,0,0,-1,1
Fiji_2013,9,0,175,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,175,2,0,1,0,1,0,1,0,1,0,2
Fiji_2013,9,0,175,5,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,175,7,0,0,0,1,0,1,0,0,-1,1
Fiji_2013,9,0,176,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,178,0,0,1,0,0,0,2,0,2,0,4
Fiji_2013,9,0,179,0,0,0,0,1,0,1,0,0,-2,2
Fiji_2013,9,0,180,0,0,1,0,2,0,0,0,2,4,4
Fiji_2013,9,0,181,0,1,1,0,1,0,0,0,2,2,3
Fiji_2013,9,0,182,0,0,2,0,0,0,0,0,3,3,3
Fiji_2013,9,0,183,0,0,0,0,1,0,0,0,0,1,1
Fiji_2013,9,0,185,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,185,2,0,2,1,1,0,0,0,1,0,2
Fiji_2013,9,0,187,0,0,2,1,1,0,0,0,1,0,2
Fiji_2013,9,0,188,0,0,2,1,1,0,0,0,3,1,3
Fiji_2013,9,0,189,0,0,1,1,1,0,0,0,2,0,2
Fiji_2013,9,0,190,0,0,1,1,1,0,0,0,1,-1,1
Fiji_2013,9,0,191,0,0,3,2,2,0,2,0,4,-2,6
Fiji_2013,9,0,192,0,0,1,1,2,0,1,0,1,-3,3
Fiji_2013,9,0,193,0,0,2,1,3,0,0,0,3,3,5
Fiji_2013,9,0,194,0,0,2,2,2,0,0,0,3,-1,3
Fiji_2013,9,0,195,0,0,1,1,2,0,0,0,1,-2,2
Fiji_2013,9,0,195,2,0,1,0,0,0,0,0,0,1,1
Fiji_2013,9,0,195,3,0,1,0,0,0,0,0,1,2,2
Fiji_2013,9,0,196,0,1,2,1,2,0,0,0,1,-1,2
Fiji_2013,9,0,197,0,0,2,2,2,0,0,0,2,-2,2
Fiji_2013,9,0,198,0,1,2,1,2,0,0,0,3,1,4
Fiji_2013,9,0,199,0,0,3,1,1,0,0,0,4,2,4
Fiji_2013,9,0,200,0,0,1,1,2,0,0,0,1,0,2
Fiji_2013,9,0,201,0,0,1,1,1,0,0,0,2,0,2
Fiji_2013,9,0,202,0,0,1,1,1,0,0,0,1,-1,1
Fiji_2013,9,0,203,0,0,1,1,1,1,0,0,3,1,3
Fiji_2013,9,0,203,2,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,205,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,206,0,0,1,0,0,0,0,0,2,2,2
Fiji_2013,9,0,207,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,209,0,0,1,0,0,0,2,0,2,0,4
Fiji_2013,9,0,210,0,0,0,0,1,0,1,0,0,-2,2
Fiji_2013,9,0,211,0,0,1,0,2,0,0,0,2,4,4
Fiji_2013,9,0,212,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,213,0,0,1,0,0,0,0,0,2,3,3
Fiji_2013,9,0,214,0,1,1,0,1,0,0,0,2,2,3
Fiji_2013,9,0,215,0,0,2,0,0,0,0,0,3,3,3
Fiji_2013,9,0,216,0,0,0,0,1,0,0,0,0,1,1
Fiji_2013,9,0,217,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,218,0,1,0,0,2,0,1,0,1,-1,3
Fiji_2013,9,0,219,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,219,3,0,0,0,0,0,0,0,1,1,1
Fiji_2013,9,0,221,0,0,0,0,0,1,0,0,2,2,2
Fiji_2013,10,0,0,0,0,1,0,0,0,0,0,0,1,1
Fiji_2013,10,0,1,2,0,0,0,0,0,0,0,2,2,2
Fiji_2013,10,0,1,3,0,0,0,1,0,0,0,1,0,2
Fiji_2013,10,0,1,4,0,0,1,0,0,0,0,0,-1,1
Fiji_2013,10,0,1,5,0,2,0,0,1,0,0,3,4,4
Fiji_2013,10,0,1,6,0,3,0,0,0,0,0,3,6,6
Fiji_2013,10,0,1,7,0,0,0,0,0,0,0,1,1,1
Fiji_2013,10,0,1,10,0,1,0,0,0,0,0,1,2,2
Fiji_2013,10,0,1,11,0,1,0,0,1,0,1,1,1,1
Fiji_2013,10,0,1,13,0,2,0,0,1,0,1,2,3,3
Fiji_2013,10,0,1,16,0,1,0,0,0,0,0,1,0,2
Fiji_2013,10,0,1,17,0,0,0,0,0,0,0,1,1,1
Fiji_2013,10,0,1,20,0,1,0,0,0,0,0,0,1,1
Fiji_2013,10,0,2,0,0,1,0,0,0,0,0,1,2,2
Fiji_2013,10,0,2,1,0,1,0,0,0,0,0,0,1,1
Fiji_2013,10,0,4,0,0,1,0,0,1,0,0,0,2,2
Fiji_2013,10,0,5,0,0,1,0,0,0,0,0,0,1,1
Fiji_2013,10,0,5,3,0,0,0,0,0,0,0,2,2,2
Fiji_2013,10,0,6,0,0,2,0,0,0,2,0,2,2,6
Fiji_2013,10,0,7,0,0,1,0,0,0,2,0,2,1,5
Fiji_2013,10,0,7,2,0,1,0,0,0,0,0,0,1,1
Fiji_2013,10,0,9,0,0,1,0,0,0,0,0,0,1,1
Fiji_2013,10,0,9,2,0,0,0,0,0,0,0,1,1,1
Fiji_2013,10,0,9,3,1,0,0,1,0,1,0,1,0,2
Fiji_2013,10,0,10,0,0,1,0,0,0,0,0,0,1,1
Fiji_2013,10,0,10,2,0,1,0,0,0,0,0,1,1,1
Fiji_2013,10,0,10,4,1,0,0,2,0,0,0,1,0,2
Fiji_2013,10,0,10,5,0,1,0,0,1,0,0,1,1,1
Fiji_2013,10,0,12,0,0,1,0,0,2,0,0,1,3,3
Fiji_2013,10,0,13,0,0,0,0,1,2,0,0,3,2,4
Fiji_2013,10,0,14,0,0,1,0,1,3,1,0,7,7,8
Fiji_2013,10,0,15,0,0,1,0,0,0,0,0,1,2,2
Fiji_2013,10,0,16,0,1,1,1,1,0,1,0,0,0,2
Fiji_2013,10,0,17,0,0,1,0,0,0,0,0,1,2,2
Fiji_2013,10,0,18,0,1,0,0,1,3,1,0,6,5,7
Fiji_2013,10,0,19,0,0,0,0,0,3,0,0,6,6,6
Fiji_2013,10,0,19,3,0,0,0,0,0,0,0,1,1,1
Fiji_2013,10,0,21,0,0,0,0,0,0,0,0,3,3,3
Fiji_2013,10,0,22,0,1,0,0,1,0,1,0,1,0,2
Fiji_2013,11,0,0,0,2,0,0,3,0,0,0,1,-1,3
Fiji_2013,11,0,2,0,1,0,0,2,1,0,0,1,1,3
Fiji_2013,11,0,3,0,0,0,0,1,1,0,0,1,2,2
Fiji_2013,11,0,4,0,1,0,0,3,0,0,0,2,1,3
Fiji_2013,11,0,5,0,1,0,0,3,0,0,0,5,4,6
Fiji_2013,11,0,6,0,0,0,0,1,0,0,0,2,2,2
Fiji_2013,11,0,6,2,1,0,0,2,0,0,0,1,0,2
Fiji_2013,11,0,6,3,0,0,0,0,0,0,0,1,1,1
Fiji_2013,11,0,7,0,1,0,0,4,0,0,0,5,4,6
Fiji_2013,11,0,8,0,2,0,0,5,0,0,0,3,1,5
Fiji_2013,11,0,8,2,1,0,0,2,0,0,0,1,0,2
Fiji_2013,11,0,8,3,2,0,0,3,0,1,0,1,-1,3
Fiji_2013,11,0,8,4,2,0,0,4,0,0,0,2,0,4
Fiji_2013,11,0,9,0,2,0,0,5,0,0,0,6,4,8
Fiji_2013,11,0,9,3,0,0,0,0,0,0,0,1,1,1
Fiji_2013,11,0,10,0,1,0,0,2,0,0,0,1,0,2
Fiji_2013,11,0,12,0,0,0,0,0,1,0,0,0,1,1
Fiji_2013,11,0,13,0,0,0,0,0,1,0,0,0,1,1
Fiji_2013,11,0,15,0,0,0,0,0,0,0,0,3,3,3
Fiji_2013,11,0,16,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,11,0,16,3,0,0,0,0,0,0,0,1,1,1
Fiji_2013,11,0,17,0,0,1,0,0,1,0,0,3,3,3
Fiji_2013,11,0,18,3,1,0,0,1,0,1,0,0,-1,1
Fiji_2013,11,0,19,0,0,0,0,0,0,0,0,3,3,3
Fiji_2013,11,0,19,3,0,0,0,0,0,0,0,1,1,1
Fiji_2013,11,0,22,0,0,0,0,0,1,0,0,0,1,1
Fiji_2013,11,0,24,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,11,0,25,0,0,0,0,0,0,0,0,3,3,3
Fiji_2013,11,0,26,3,1,0,0,1,0,1,0,0,-1,1
Fiji_2013,11,0,27,0,0,0,0,0,0,0,0,3,3,3
Fiji_2013,11,0,27,3,0,0,0,0,0,0,0,1,1,1
Fiji_2013,12,0,0,0,0,0,0,0,0,0,0,2,2,2
Fiji_2013,12,0,2,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,12,0,3,3,1,0,0,0,0,0,0,1,0,2
Fiji_2013,12,0,3,5,0,0,0,0,0,0,0,1,1,1
Fiji_2013,12,0,3,6,1,0,0,0,0,0,0,2,1,3
Fiji_2013,12,0,4,0,0,0,0,1,0,0,0,0,1,1
Fiji_2013,12,0,5,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,12,0,6,0,1,1,0,1,0,0,0,2,2,3
Fiji_2013,12,0,10,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,12,0,11,0,0,0,0,1,0,1,0,0,-2,2
Fiji_2013,12,0,13,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,12,0,13,2,0,0,0,0,0,0,0,1,1,1
Fiji_2013,12,0,13,4,0,1,1,2,0,1,0,2,-1,3
Fiji_2013,12,0,13,5,0,2,0,3,0,2,0,3,1,5
Fiji_2013,12,0,13,7,0,2,1,2,0,0,0,5,3,5
Fiji_2013,12,0,13,8,1,2,1,4,0,2,0,3,-1,5
Fiji_2013,12,0,14,0,1,2,2,4,0,1,0,5,1,7
Fiji_2013,12,0,15,0,0,0,0,1,0,0,0,1,0,2
Fiji_2013,12,0,16,0,0,3,1,3,0,1,0,2,0,4
Fiji_2013,12,0,16,2,0,0,0,0,0,0,0,1,1,1
Fiji_2013,12,0,17,0,0,1,0,0,1,0,0,4,4,4
Fiji_2013,12,0,17,6,0,1,0,0,0,0,0,0,1,1
Fiji_2013,12,0,17,7,0,0,0,1,0,0,0,1,1,1
Fiji_2013,13,0,0,0,0,1,0,0,0,0,0,1,2,2
Fiji_2013,13,0,1,4,0,0,0,1,0,0,0,1,1,1
Fiji_2013,13,0,1,11,0,1,0,0,0,0,0,0,1,1
Fiji_2013,13,0,8,0,0,0,0,0,0,0,0,2,2,2
Fiji_2013,13,0,9,0,0,1,0,0,0,0,0,4,5,5
Fiji_2013,13,0,11,0,0,0,0,1,0,1,0,0,-2,2
Fiji_2013,13,0,13,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,13,0,13,2,0,0,0,0,0,0,0,1,1,1
Fiji_2013,13,0,13,4,0,1,1,2,0,1,0,2,-1,3
Fiji_2013,13,0,13,5,0,2,0,3,0,2,0,3,1,5
Fiji_2013,13,0,13,7,0,2,1,3,0,1,0,5,3,6
Fiji_2013,13,0,13,8,1,2,1,5,0,3,0,3,-1,6
Fiji_2013,13,0,14,0,1,2,2,5,0,2,0,4,0,7
Fiji_2013,13,0,15,0,0,0,0,2,0,1,0,1,0,3
Fiji_2013,13,0,16,0,0,3,1,3,0,1,0,2,0,4
Fiji_2013,13,0,18,4,0,1,0,0,0,0,0,1,1,1
Fiji_2013,13,0,18,5,0,0,0,0,0,0,0,1,1,1
Fiji_2013,13,0,18,7,0,2,1,1,0,0,0,1,0,2
Fiji_2013,13,0,18,8,0,0,0,0,0,0,0,1,1,1
Fiji_2013,13,0,18,9,0,1,0,0,0,0,0,0,1,1
Fiji_2013,13,0,18,10,0,0,0,0,0,0,0,1,1,1
Fiji_2013,13,0,18,11,0,2,1,2,1,0,0,2,1,3
Fiji_2013,13,0,19,0,0,1,1,1,0,0,0,1,-1,1
Fiji_2013,13,0,20,0,2,4,2,4,3,4,2,5,-3,7
Fiji_2013,13,0,21,0,0,1,1,2,0,0,0,1,0,2
Fiji_2013,13,0,22,0,0,1,1,1,0,0,0,2,0,2
Fiji_2013,13,0,23,0,0,0,0,2,0,0,0,3,1,5
Fiji_2013,13,0,24,0,0,1,1,1,0,0,0,1,-1,1
Fiji_2013,13,0,25,0,0,1,1,1,0,0,0,1,-1,1
Fiji_2013,13,0,26,0,1,5,1,4,2,0,2,3,0,7
Fiji_2013,13,1,2,0,0,0,0,1,0,0,0,0,-1,1
Fiji_2013,13,1,3,0,1,0,0,0,0,0,0,0,-1,1
Fiji_2013,13,1,4,0,1,0,0,0,0,1,0,0,-2,2
Fiji_2013,13,1,5,0,1,1,0,0,0,1,0,1,0,4
Fiji_2013,13,1,5,2,0,1,0,0,0,0,0,1,2,2
Fiji_2013,13,1,5,3,0,1,0,0,0,0,0,1,2,2
Fiji_2013,13,1,7,0,0,0,0,1,0,0,0,0,-1,1
Fiji_2013,13,1,8,0,0,1,0,0,2,0,1,2,4,4
Fiji_2013,13,1,9,1,0,1,0,1,1,0,1,0,1,1
Fiji_2013,13,1,11,0,0,0,0,2,0,0,0,2,0,3
Fiji_2013,13,1,12,0,0,3,0,1,2,0,0,1,1,4
Fiji_2013,13,1,13,4,0,0,0,0,0,1,0,2,1,3
Fiji_2013,13,1,15,0,0,2,0,1,2,0,0,3,2,4
Fiji_2013,13,1,16,0,0,1,0,0,0,0,0,1,1,1
Fiji_2013,13,1,16,2,0,0,0,1,0,0,0,0,-1,1
Fiji_2013,13,1,18,0,0,1,0,1,1,0,0,3,2,4
Fiji_2013,13,1,19,0,0,1,0,0,1,0,1,3,3,3
Fiji_2013,13,1,19,2,0,0,0,0,0,0,0,1,1,1
Fiji_2013,13,1,19,3,0,0,0,0,0,0,0,1,1,1
Fiji_2013,13,1,19,5,0,1,0,0,1,0,0,0,1,1
Fiji_2013,13,1,19,8,0,1,0,0,0,0,0,0,1,1
Fiji_2013,13,1,20,0,0,2,0,0,0,0,0,0,2,2
Fiji_2013,13,1,22,2,0,0,0,0,0,0,0,1,1,1
Fiji_2013,13,1,22,3,0,1,0,0,0,0,0,2,2,2
Fiji_2013,13,1,22,7,0,1,0,0,0,0,0,1,2,2
Fiji_2013,13,1,22,8,0,0,1,0,0,0,0,0,-1,1
Fiji_2013,13,1,22,9,0,0,0,1,0,0,0,1,1,1
Fiji_2013,13,1,22,15,0,0,0,0,0,0,0,1,1,1
Fiji_2013,13,1,22,16,0,1,0,0,0,0,0,1,1,1
Fiji_2013,13,1,22,18,0,2,1,1,0,0,0,1,0,2
Fiji_2013,13,1,22,19,0,1,0,0,0,0,0,0,1,1
Fiji_2013,13,1,22,20,0,0,0,0,0,0,0,1,1,1
Fiji_2013,13,1,22,21,0,2,1,2,1,0,0,2,1,3
Fiji_2013,13,1,25,0,0,0,0,0,0,1,0,1,0,2
Fiji_2013,13,1,26,2,0,1,0,0,1,1,0,1,0,2
Fiji_2013,13,1,26,3,1,1,0,1,0,0,0,0,0,2
Fiji_2013,13,1,26,4,0,2,0,0,2,0,0,2,2,2
Fiji_2013,13,2,0,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,14,0,1,2,0,1,0,0,1,0,0,2,4,4
Fiji_2013,14,0,1,3,0,0,0,0,0,0,0,1,1,1
Fiji_2013,14,0,1,4,0,0,0,0,0,0,0,3,3,3
Fiji_2013,14,0,1,5,1,0,1,1,1,0,0,3,2,4
Fiji_2013,14,0,1,6,1,3,1,0,3,0,1,5,4,6
Fiji_2013,14,0,1,7,0,1,0,0,0,0,0,4,5,5
Fiji_2013,15,0,0,0,0,0,0,0,2,0,0,2,2,2
Fiji_2013,15,0,1,0,0,1,0,1,0,0,0,0,0,2
Fiji_2013,16,0,2,0,0,0,0,0,1,0,0,0,1,1
Fiji_2013,16,0,3,0,0,0,0,0,0,0,0,3,3,3
Fiji_2013,16,0,4,0,0,0,0,0,0,2,0,2,0,4
Fiji_2013,16,0,6,2,0,1,0,0,0,0,0,0,1,1
Fiji_2013,16,0,6,3,1,3,0,0,1,0,1,1,3,3
Fiji_2013,16,0,6,4,1,3,0,0,1,0,1,1,3,3
Fiji_2013,16,0,7,2,1,3,0,0,1,0,1,1,3,3
Fiji_2013,16,0,9,0,1,0,1,2,0,0,0,1,-1,3
Fiji_2013,16,0,10,0,1,1,0,1,0,0,0,2,2,3
Fiji_2013,16,0,11,0,1,0,0,2,0,1,0,1,-1,3
Fiji_2013,16,0,12,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,16,0,12,3,0,0,0,0,0,0,0,1,1,1
Fiji_2013,16,0,14,0,0,0,0,0,1,0,0,2,2,2
Fiji_2013,16,0,16,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,16,0,18,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,16,0,19,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,17,0,2,3,0,1,0,0,0,0,0,0,1,1
Fiji_2013,17,0,3,0,2,0,0,1,0,0,0,1,-1,3
Fiji_2013,17,0,5,0,0,0,0,0,0,0,0,3,3,3
Fiji_2013,17,0,6,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,17,1,0,0,0,0,0,2,0,2,2,0,-2,2
Fiji_2013,17,1,2,0,0,0,0,3,0,2,2,1,-1,3
Fiji_2013,17,1,2,3,1,1,1,2,1,1,2,1,-1,3
Fiji_2013,17,1,3,0,0,0,0,1,0,1,1,0,-1,1
Fiji_2013,17,1,4,0,0,0,0,1,0,1,1,0,-1,1
Fiji_2013,17,1,5,0,1,2,0,0,2,1,1,3,2,3
Fiji_2013,17,1,6,0,0,0,0,0,1,0,0,1,1,1
Fiji_2013,17,2,1,0,1,1,0,1,0,0,0,1,0,2
Fiji_2013,17,2,3,0,0,1,0,0,0,0,0,1,1,1
Fiji_2013,17,2,4,0,0,1,0,0,0,0,0,1,1,1
Fiji_2013,17,2,5,0,0,0,0,1,0,1,0,0,-1,1
Fiji_2013,17,2,5,2,0,0,0,0,0,0,0,1,1,1
Fiji_2013,17,2,5,3,0,0,0,0,0,0,0,1,1,1
Fiji_2013,17,2,5,5,1,0,0,2,0,0,0,1,0,2
Fiji_2013,17,2,5,7,0,1,0,0,0,0,0,1,0,1
Fiji_2013,17,2,5,8,0,1,0,0,0,0,0,0,1,1
Fiji_2013,17,2,5,9,3,5,4,6,0,0,0,4,-2,10
Fiji_2013,17,2,8,0,2,3,1,3,1,0,0,2,-1,4
Fiji_2013,17,2,9,0,3,1,1,2,1,3,0,1,-2,4
Fiji_2013,17,3,2,0,0,0,0,1,0,0,0,0,1,1
Fiji_2013,17,3,3,3,0,0,0,0,0,1,0,0,-1,1
Fiji_2013,17,3,3,4,0,0,0,0,0,1,0,0,-1,1
Fiji_2013,17,3,3,7,0,0,0,1,0,0,0,0,1,1
Fiji_2013,17,3,6,0,0,0,0,1,0,0,0,0,1,1
Fiji_2013,17,3,6,4,0,1,0,0,0,0,0,0,1,1
Fiji_2013,17,3,6,5,0,0,0,0,0,0,0,1,1,1
Fiji_2013,17,3,7,0,1,1,0,0,1,1,1,2,1,2
Fiji_2013,17,3,9,0,0,1,0,0,0,0,0,1,1,2
Fiji_2013,17,3,10,0,1,0,0,1,0,0,0,1,0,2
Fiji_2013,17,3,11,0,0,1,0,0,0,0,0,1,2,2
Fiji_2013,17,3,13,0,0,0,0,0,0,0,0,3,3,3
Fiji_2013,17,3,14,0,1,1,0,1,0,0,0,4,4,5
Fiji_2013,17,3,15,0,0,0,0,2,0,2,0,1,-3,3
Fiji_2013,18,0,0,0,0,0,0,0,0,0,0,2,2,2
Fiji_2013,18,0,3,0,1,0,0,1,0,0,0,0,-1,1
Fiji_2013,19,0,2,6,0,0,0,0,1,0,0,0,1,1
Fiji_2013,19,0,2,10,0,1,0,0,0,0,0,1,2,3
Fiji_2013,19,0,2,11,0,0,1,0,0,0,0,0,-1,2
Fiji_2013,19,0,2,12,0,1,0,0,1,0,0,0,1,1
Fiji_2013,19,0,2,14,1,0,1,1,0,0,0,1,0,2
Fiji_2013,19,0,2,16,1,2,1,1,0,1,0,0,1,3
Fiji_2013,19,0,2,17,0,2,0,0,1,0,0,0,2,2
Fiji_2013,19,0,2,19,2,2,0,3,0,1,0,2,1,5
Fiji_2013,19,0,2,20,0,1,0,0,1,0,0,1,2,2
Fiji_2013,19,0,2,21,0,0,0,1,0,1,0,0,-1,1
Fiji_2013,19,0,2,23,1,0,1,1,0,1,0,1,0,2
Fiji_2013,19,0,2,24,2,0,2,1,0,2,0,0,-2,2
Fiji_2013,19,0,2,26,1,0,0,2,0,0,0,0,-2,2
Fiji_2013,19,0,2,27,1,0,0,1,0,0,0,0,-1,1
Fiji_2013,19,0,2,30,1,0,0,2,0,0,0,1,0,2
Fiji_2013,19,0,2,34,0,1,0,0,0,0,0,0,0,1
Fiji_2013,19,0,2,35,0,0,0,2,0,0,0,3,1,5
Fiji_2013,19,0,2,36,0,0,0,1,0,0,0,0,-1,1
Fiji_2013,19,0,2,38,3,3,0,3,0,0,0,3,3,6
Fiji_2013,19,0,2,39,4,4,0,4,0,0,0,4,4,8
Fiji_2013,19,0,2,43,0,0,0,0,0,0,0,3,3,3
Fiji_2013,19,0,2,44,0,0,0,0,0,0,0,1,1,1
Fiji_2013,19,0,2,45,0,0,0,1,0,0,0,0,-1,1
Fiji_2013,19,0,2,47,0,0,0,0,0,0,0,1,1,1
Fiji_2013,19,0,2,53,1,1,0,0,1,0,1,1,1,1
Fiji_2013,19,0,2,58,0,1,0,0,1,0,0,1,1,1
Fiji_2013,19,0,2,62,1,1,0,1,0,0,0,0,0,1
Fiji_2013,19,0,2,63,0,0,0,0,0,0,0,1,1,1
Fiji_2013,19,0,2,64,0,0,0,0,1,0,0,0,1,1
Fiji_2013,19,0,2,66,0,1,0,0,0,0,0,1,2,2
Fiji_2013,19,0,2,69,0,1,0,0,0,0,0,1,1,1
Fiji_2013,19,0,2,73,1,0,0,1,0,1,1,0,-1,1
Fiji_2013,19,0,2,74,4,2,4,4,0,4,0,0,-4,4
Fiji_2013,19,0,2,78,0,0,0,2,0,2,2,0,-2,2
Fiji_2013,19,0,2,79,1,1,0,1,0,0,0,0,0,2
Fiji_2013,19,0,2,80,6,6,0,6,2,0,0,0,2,8
Fiji_2013,19,0,2,83,0,0,0,1,0,0,0,0,-1,1
Fiji_2013,19,0,3,0,0,1,0,0,0,0,0,0,1,1
Fiji_2013,19,0,3,3,0,0,0,0,0,1,0,0,-1,1
Fiji_2013,19,0,5,0,1,0,1,1,1,2,1,1,0,4
Fiji_2013,19,0,5,3,0,0,0,0,0,0,0,1,1,1
Fiji_2013,19,0,6,0,1,1,0,1,0,1,0,0,0,2
Fiji_2013,19,0,7,4,0,0,0,1,0,0,0,1,0,1
Fiji_2013,19,0,8,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,19,0,9,0,0,0,0,2,0,1,0,0,-1,2
Fiji_2013,19,0,11,0,1,1,0,1,0,0,0,4,4,5
Fiji_2013,19,0,12,0,1,1,1,2,1,1,0,2,0,3
Fiji_2013,19,0,13,0,0,0,0,2,0,1,0,3,0,4
Fiji_2013,19,0,15,2,0,0,0,0,0,0,0,2,2,2
Fiji_2013,19,0,15,3,1,0,0,0,0,1,0,1,0,2
Fiji_2013,19,0,16,2,0,0,1,0,0,1,0,0,-1,1
Fiji_2013,19,0,16,3,0,0,0,0,0,0,0,1,1,1
Fiji_2013,19,0,16,6,0,0,0,1,0,1,0,0,-1,1
Fiji_2013,19,0,16,8,0,0,0,0,0,0,0,1,1,1
Fiji_2013,19,0,17,0,0,1,0,0,0,0,0,0,1,1
Fiji_2013,19,0,18,0,0,4,0,0,2,0,0,0,4,4
Fiji_2013,19,0,19,0,1,0,1,1,0,1,0,0,-1,1
Fiji_2013,19,0,20,0,0,0,0,0,0,0,0,3,3,3
Fiji_2013,19,0,21,0,0,0,0,0,1,0,0,1,2,2
Fiji_2013,19,0,23,0,0,0,0,0,0,0,0,3,3,3
Fiji_2013,20,0,1,2,0,0,0,0,0,0,0,1,1,1
Fiji_2013,20,0,1,6,0,0,0,0,0,0,0,1,1,1
Fiji_2013,21,0,0,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,21,0,2,0,0,1,0,0,0,0,0,6,6,6
Fiji_2013,21,0,3,0,0,1,0,0,0,0,0,6,6,6
Fiji_2013,21,0,4,0,0,0,0,0,0,0,0,3,3,3
Fiji_2013,21,0,5,0,0,0,0,0,0,2,0,5,3,7
Fiji_2013,21,0,7,0,0,1,0,0,0,0,0,3,3,3
Fiji_2013,21,0,8,0,0,1,0,0,0,0,0,3,3,3
Fiji_2013,21,0,9,0,1,1,0,1,0,0,0,2,1,3
Fiji_2013,21,0,10,0,0,0,0,1,0,0,0,0,-1,1
Fiji_2013,21,0,10,2,0,1,0,0,0,0,0,1,2,2
Fiji_2013,21,0,12,0,0,3,0,0,1,0,0,1,4,5
Fiji_2013,21,0,13,0,1,0,0,0,0,0,0,0,-1,1
Fiji_2013,21,0,14,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,21,0,15,0,0,0,0,2,0,1,0,2,-1,3
Fiji_2013,21,0,17,0,1,1,0,1,0,0,0,1,0,2
Fiji_2013,21,0,20,0,0,0,0,0,0,0,0,1,1,1
Fiji_2013,21,0,21,0,1,0,0,0,0,0,0,1,0,2
Fiji_2013,21,0,23,0,0,0,0,0,0,0,0,3,3,3
Fiji_2013,21,0,24,0,0,0,0,0,0,0,0,4,4,4
Fiji_2013,21,0,25,0,0,0,0,0,0,0,0,3,3,3
Fiji_2013,21,0,26,0,0,0,0,0,0,0,0,2,2,2
Fiji_2013,21,0,27,0,0,0,0,0,0,0,0,1,1,1
